x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40;x41;x42;x43;x44;x45;x46;x47;x48;x49;x50;x51;x52;x53;x54;x55;x56;x57;x58;x59;x60;x61;x62;x63;x64;x65;x66;x67;x68;x69;x70;x71;x72;x73;x74;x75;x76;x77;x78;x79;x80;x81;x82;x83;x84;x85;x86;x87;x88;x89;x90;x91;x92;x93;x94;x95;x96;x97;x98;x99;x100;x101;x102;x103;x104;x105;x106;x107;x108
17818,0759584762;0,001000119;0;5458,375597;549,439281594088;1842,6821873107;1236,306323;0,000996598460929;0;0;3498,56874739999;2955,89;1741,154147;0;693,556815009539;1550,47815;1556,307089;3323,467653;1494,94801368927;523,6394359;1704,6922369;2816,0239944;673,9089249;2265,2403548;1267,298911;2448,755976;3645,802548;585,840289649918;1268,34939863427;666,543902;1074,24037346251;607,176585313441;388,5168539;387,0498454;392,394863950785;925,037740945694;1268,5204412;1268,5204412;1910,7972826;4225,8570466;3670,9696645;1042,8635367;665,350239741612;4141,825456;1752,66527;787,5833636;936,925612422449;765,727905485396;1527,071686;576,284139113003;336,383854091809;560,2099213;1616,290845;4009,147029;417,331659547547;1713,11425837458;1176,774097;1498,48618712003;21,210726718881;645,7765484;1114,3184156;3896,98;3949,4867891;622,5791322;584,667712132281;1651,678628;1891,004187;2439,62838;397,581283306776;991,3525293;1284,1420977;2097,7304829;4934,2722883;3231,5544758;1152,141457;1426,714889;3672,823375;826,6422703;971,126117741261;591,1022362;776,201247711062;846,473304836516;4759,1692143;559,4241141;469,638699834732;346,585325324915;9,88718026121226E-05;660,6334626;1894,029326;3659,4452459;4083,0095603;1119,6129097;573,1916211;1023,56422;2128,803502;817,3898382;196,505154064836;493,879830877482;1046,434411;3539,002078;893,219223966754;448,694927484384;1217,5353;2028,025175;3425,168153;350,651681649676;1552,90807397018;1219,893906
32,4996127945211;8,208717993;0,467685834;106,4680355;0,000820804598504;0,000125177665969;135,4493371;759,423305446079;25,7339485407582;162,2955355;164,5853877;458,8744645;301,121291;8,3135785;521,514252778907;1244,92396;1700,520402;3648,25392;517,369681500979;661,6792927;1730,1968987;1923,6839964;220,2945816;2677,7673701;1299,13734;2292,346675;3574,520942;428,349389489618;1650,09833908156;1050,558391;1061,72447034712;680,01280893041;208,8254818;500,5422221;464,979461409995;1607,54764220838;1286,75952;1286,75952;1920,1506832;4130,4026941;3790,9503739;898,0851489;583,743288202096;3895,667106;1861,356922;787,9378015;94,8053064273376;811,372361065006;1527,825606;635,69464490852;296,8777782675;383,0795614;1623,713906;4182,373148;194,755981178626;1030,8328035;1244,268933;1638,73467017006;21,2128220976911;645,5843797;1536,1159843;3738,0133844;4325,8796634;567,8022116;500,6739068;1616,626826;1447,612795;3538,838139;551,627220450866;663,6207096;1356,604705;2100,0918876;247,1063247;3268,6045453;1269,428367;1411,780167;3608,933796;830,602911724636;1218,65842467282;1040,545469;783,490136719435;793,739772586932;4771,5751734;573,4715049;413,635463437146;369,277852333655;790,872256125462;650,3077252;1817,8351499;3298,8887034;4507,8402145;1117,4401113;521,9302536;1014,465599;2125,867162;817,4219365;201,242574584038;479,696224509821;1206,169792;887,0525456;1676,1683336;402,960997545457;1195,903346;1953,54806;4130,657604;352,619881232263;1971,59368502137;1189,893149
92,2377522532483;27,46585326;0;198,2994392;7,32715412910914;0,001018423950134;1187,528825;783,044314762267;404,740905718574;265,5681645;275,03;1156,5349565;491,5275997;19,6720574;415,986300046488;850,7258664;1743,003251;1342,777178;458,859317072773;526,4896211;1724,2814789;2806,1157763;194,7203263;2249,3387125;1165,422031;2266,803879;3680,381366;553,100143900272;1619,36612186065;981,160151;1079,62293138489;621,348358936953;330,5645434;481,3043355;411,314982485101;1197,27848194815;1357,9628619;1357,9628619;1901,1286494;4138,2515532;3448,9588251;1023,2477514;565,907812850922;1119,074909;1736,629071;788,0782055;105,184758681905;746,111684391975;1451,549594;421,781141402097;376,68400256627;555,1148962;1609,351896;4095,156713;149,8161530087;1459,76226633948;1178,18961;1641,75389412629;21,3851162055008;680,9972554;1111,2988144;3953,0748044;3884,0394348;580,5019995;579,7780044;1617,884289;1836,896766;2136,73373;688,02275512469;684,2804881;1292,5644456;2161,2840547;4879,0420214;3144,961345;1298,101293;2130,324221;3788,112956;859,353225058179;1682,7653215;956,2022709;717,145006217392;809,763598123595;971,5127071;574,3297922;455,637756873724;451,2695708;770,614956208789;621,1775776;1846,0249742;3615,3386985;3465,378278;1140,9439563;485,9270937;1017,835531;2131,548056;2925,080667;205,422754289409;518,212472896765;1260,491136;2870,027847;585,405481616477;381,692190498532;1192,244882;2025,968368;999,776466;307,436059097686;1992,5106784767;1249,597533
197,983623947398;14,39080979;65,04718462;751,8436518;3,66495493718418;70,4874750783554;667,799688;1021,45074515283;540,071359610697;356,5650435;383,26;1333,2982065;1174,0759229;142,8551595;506,598851507499;1208,328233;1574,200767;3318,298916;449,94507340843;523,1990596;1716,8387159;2816,62891;164,0455038;2652,832042;1245,335787;2414,734034;399,8989713;878,1020741;1696,97080530558;1014,89131;1080,12228051019;695,66705619998;334,4265988;502,8887349;452,559526797623;210,490735577317;1344,7105155;1344,7105155;1939,2420945;4100,4256231;3435,4260959;1069,6380575;530,032529368791;1639,383344;1661,300919;802,7558889;94,0344488485273;994,832568962079;2114,447113;382,519235733841;407,189098957341;385,3902607;1622,907051;3978,4475;500,04746262;1553,50620913547;1231,534533;1846,06837611739;21,4332360270656;679,8684451;1691,5006029;3698,581418;3919,5607204;629,299079;428,918655898439;1638,003709;1867,979942;1545,284045;712,215749058164;1083,5488446;1296,4409073;2107,7223567;4925,1881189;4524,1048756;1350,094477;2116,020343;3505,17806;839,19939309323;1676,1733467;1097,418171;752,753641840816;985,1253315;4899,4706838;519,9683058;413,827391342313;369,921980185761;977,443154978858;620,4681216;1901,6713568;3673,9352407;4249,0760815;1087,8686493;514,9149825;1004,618927;1844,707365;1358,715219;205,40891411872;444,061608688767;712,2581994;3561,624585;1160,15767696659;378,264900939812;1193,036482;1972,979393;3557,10903;317,029574147158;1743,68868639744;1047,099523
203,879795725381;89,95215995;188,1656008;583,6359846;5,84305375788958;134,69346728482;715,0859636;1068,61851202268;525,607040682031;358,0030464;385,2810909;1345,658051;1207,0457974;160,4688501;526,66225629483;1540,383373;2376,428189;2512,880212;463,541697028276;528,3792283;1715,0910248;2805,4409023;199,6103893;2673,8043029;1248,954842;384,9383928;1545,709382;536,615302434406;1651,42049641237;1036,775756;1572,19155132106;681,153817964331;362,6179295;501,9951381;465,586667296193;940,678839249078;1290,1485559;1290,1485559;1909,9086416;4189,93553;3477,5084828;1219,3584411;303,2012272;1098,380245;1728,05657;2016,654247;92,0881959343655;999,891307622371;1779,360415;532,012992226855;357,40763187612;376,1886708;1692,242653;3951,941138;631,397903742001;1598,23843225133;1260,550892;1670,5812406;21,5854459052325;644,9740219;1137,0491946;4090,1017683;4316,1810609;640,0412838;571,339446143916;855,0578321;1425,646627;3536,911195;613,039630302167;665,21;1315,7149513;2802,1640872;251,9855327;3017,5655423;1708,985655;1685,115046;3714,17024;829,4573595;1239,48474991331;997,4844393;851,388412746915;962,743442555745;4640,2568801;656,3146073;462,740928208749;465,1244931;807,86273552662;608,9301395;1904,8106795;3665,7253093;4109,948417;1113,8266152;559,2839875;1283,717145;248,2566873;1024,038154;331,325052208128;558,539653028741;1152,24647;3653,013954;1222,7754292053;319,062674858691;1222,082873;2052,244755;3581,632566;359,584605895702;1552,30993909314;1225,160412
105,528769085898;84,91372723;220,0149609;722,8289324;21,1876300254399;125,90742400648;657,0993839;1044,33311392868;530,318953091619;475,3653374;467,66;1493,33;1248,919395;163,4185204;514,641371952403;1559,381666;1673,516597;3688,217392;657,242188599908;527,6598104;1733,679518;2996,7862368;4612,1293138;2231,0652662;1280,846194;2487,25913;3891,53592;556,695109045676;1584,69718584068;984,0540997;1663,05555007585;563,949446371605;245,621119;495,5806895;408,534133793724;425,798405389322;1323,54;1323,54;1911,6391908;4132,77;1806,0392234;1031,5332582;537,692405205801;1556,321042;1865,737643;1654,260244;95,8027966944553;1036,46168850847;2135,836245;685,734340026108;331,214834714856;544,0926832;1626,44405;4145,684644;226,065202119343;1639,68962396848;1240,837671;1619,38319468217;21,6670017664995;680,338132;1705,6732602;4026,4664878;4360,8743251;633,2884514;564,2762358;2046,593213;1896,797075;1493,852952;712,1714192774;661,6616595;1316,6242859;1188,7684279;4906,6999633;2953,855663;1152,983002;2136,368559;3666,163385;670,549877731782;1214,06159483091;1024,659398;767,265380954806;900,429025439009;4783,2128778;489,7895089;493,450397182511;805,200857205087;815,582172788628;607,8357035;1926,6886268;3674,3926189;178,100524;1172,8353264;560,6980494;1004,564668;2149,101594;802,276012;210,171636381694;535,972625834411;1229,979181;3702,494152;543,02307757491;415,745177743448;1226,506803;2076,621741;3604,959832;354,86643800948;1768,64226460002;1192,188493
185,245221075948;106,7420813;540,027774;889,5060933;34,6102729532546;488,210298486214;610,2013189;1029,76553440873;533,188659877308;450,141949;522,7115807;1705,7022;2556,2559787;258,4922829;506,327484326104;1225,479433;2209,018021;3396,587323;1358,59082263836;528,9991946;1735,8212727;2911,6082833;196,9297455;2395,6419533;884,671509;1941,877499;3638,088301;650,145221048419;1640,57955406568;1375,206868;1083,91857229374;611,42868865458;409,4861803;498,7011464;417,210307029821;425,136405633877;1295,2263666;1295,2263666;1885,8733512;4154,7405825;3559,4350649;1042,5091355;336,691521708619;1693,102352;1747,630601;1740,935103;92,2910170912796;745,53160583714;1460,089019;584,558266402709;416,2289542;586,337656;1568,525061;3950,975641;442,119008988562;1717,78051420279;1236,368747;1758,30707025539;21,9140267144186;676,6866424;1687,1613751;3755,6633569;3169,4564131;581,247163;568,7636216;1621,813864;2200,373554;3544,621745;617,517302236069;1010,83;1316,8319461;2234,6041011;658,6825157;2997,8731799;1270,972561;674,9744427;3503,319688;594,153783676253;1694,4756577;997,2876412;791,579370289794;114,633459608778;4794,0468087;475,8678145;464,26613683785;370,726127885053;800,773456486067;620,7834553;1922,1795893;3644,5761087;3939,4410118;1187,4237306;349,7364893;1028,497406;1784,841997;788,2666692;212,348143858268;505,381676573919;1133,708287;3696,831341;407,332319529091;322,039297775177;1193,496613;2057,087095;197,5303045;306,113031993119;1974,3525452;1106,091555
193,129111557295;124,8431806;329,6369312;1938,586156;31,2074842055315;231,239568538622;830,0390356;1103,79599167292;520,221298841997;605,2213034;664,42;1739,6201703;1406,6427075;228,8454896;518,528852939609;1740,399761;1705,347733;965,7200681;1269,09300189326;524,2096232;1739,8009161;2881,18472;120,9044217;2349,9673895;1280,285223;2136,165349;2755,425376;580,666777459339;1712,23828707622;1271,987627;1089,90315208523;568,727583424793;4776,2695072;504,3512481;488,227606418364;946,63543657335;1351,7912238;1351,7912238;1936,9386171;4180,2914881;1921,7964948;1050,1002252;329,930938284344;1242,354349;1747,754713;957,7780575;77,3123667013734;1034,65399156023;2135,661244;633,263388666819;340,618876060681;666,4857804;1627,748178;3951,941138;457,084955486483;1685,5919244385;1189,833552;1778,76675888552;33,457760075005;645,503553;1155,5;4018,72;4333,3744064;589,725946;555,479694767248;1602,511125;2247,64616;3493,340169;615,183584267556;790,9305639;1284,9874332;2151,4631399;288,3176049;2998,3717419;1212,137435;2071,958495;3516,044962;629,647916360609;1674,3471712;1001,51913;1695,76112566426;848,993479188517;4788,1349846;500,250981;469,226936321117;359,709577857462;4,75E-05;623,4692243;1933,3915147;2942,9742998;3868,3006891;1147,2550277;513,4028167;1148,151679;1866,690709;961,1873685;208,757928629645;646,2628228;1254,051294;632,2466796;852,420493927861;323,38482363585;1227,264743;2097,494758;1034,95252;291,999785964734;2024,32577619153;1256,906326
190,534235483044;134,773856;450,6932493;1785,137517;51,4168725143984;365,175427985828;830,8159716;1122,55972752463;539,11573385935;524,48;755,68;1823,59;1557,75;225,0889419;506,850668916066;1294,96291;1347,132155;738,4650214;1691,97379289456;659,9392946;1725,5379286;2900,378525;199,7618695;2639,5177506;1202,937538;2469,2648;3721,516594;574,197396736419;1459,91021446219;1019,817011;856,94397963266;999,112533865995;364,6444809;505,5898024;469,483582565211;1631,48443060542;1297,1722968;1297,1722968;1860,5219849;4196,3010344;3963,104783;1035,7821933;327,373024657435;1148,580363;1857,981969;859,34;81,4450786223658;973,174844237136;1542,805275;371,513789889901;312,521736649752;536,473082;1694,286748;4033,322637;188,021915637185;1696,33080613222;1228,270325;1663,81220146443;33,4889996070916;682,0673675;1726,3787731;4048,5983973;4459,9249911;602,6273911;613,58993152308;1666,361278;1889,714825;3299,647454;635,310784462152;972,05;1289,6299995;2104,3211879;223,7052648;4543,8363366;1348,390001;2139,846449;3509,420284;404,795945430271;1691,0009354;1293,362031;783,040502215127;880,128854099698;4847,6788136;502,9156175;458,105499633341;498,859543942207;887,420200764556;209,7185971;1923,2113688;3609,425135;257,3427328;1154,0050898;496,094116;1033,895198;1875,758262;2688,602974;209,576262696641;501,955836;1047,1157;3707,535417;539,573866405434;507,976704776106;1195,435794;2124,697422;1958,102999;363,549295933757;1933,50768884571;1191,324027
190,32862581081;177,5669095;471,433583;1640,118695;114,300991650355;315,118020797684;851,7612481;1162,26913025212;550,792284825737;520,2017935;767,85;1607,98;1558,704879;260,2031902;468,62757404423;1520,848574;2198,046624;2809,402102;626,470130377054;522,9092479;1720,7023344;2910,9271326;1309,1948605;2658,8255863;844,9123446;2121,723567;3649,58119;658,082150583981;1670,5287607815;1012,949786;721,324719578759;989,708347904384;365,2482875;554,1526288;462,228768466316;956,818124509834;1358,0987961;1358,0987961;1985,4684701;4117,3656198;4039,1133794;813,5812601;334,502676087087;1176,744491;1750,565759;790,247299;86,5438115305589;807,975410821153;2133,870523;1114,33075929441;319,717668986299;446,6853866;1517,693231;3961,332634;476,727760676411;1600,8325251327;1165,316027;1647,2184399;33,5009597261716;680,0293634;1732,5087685;3723,72;5166,8483518;531,0479853;586,473060159157;1547,043865;1426,478222;3401,968152;606,421267625143;668,529287;1304,3077594;2798,5089911;223,7462675;2990,1595851;1361,034088;2546,760818;3908,511681;827,419306973196;1194,31863035777;287,7844734;785,302371032933;768,812118318104;4741,1799462;651,4007133;503,642954506768;810,877521306413;270,331307289069;649,7348924;1873,1520196;3623,0851856;4394,6686464;1159,3795845;562,864225;1148,368674;1791,394297;819,0628239;213,071596897502;805,7963765;1219,86458;3633,369155;823,3222583;324,356417598394;1228,397952;2031,916011;2604,76456;366,368230069321;1622,19175263144;1171,962187
